Q,A,role
"경례 꼬라지봐라..넌 군대 내 밑으로 들어오면 죽었어, 새꺄","야 미쳤냐, 니 밑으로 들어가게.",선우
"야 미쳤냐, 니 밑으로 들어가게.","들어가게. 야 미쳤냐, 니 밑으로 ",선우
"야 미쳤냐, 니 밑으로 들어가게.","야 니 미쳤냐, 밑으로 들어가게.",선우
"야 미쳤냐, 니 밑으로 들어가게.","미쳤냐, 니 밑으로 들어가게.",선우
"야 미쳤냐, 니 밑으로 들어가게.","야 미쳤냐, 니 밑으로 들어가게.",선우
야! 죽는다!,"들어가게. 야 미쳤냐, 니 밑으로 ",선우
야! 죽는다!,"야 니 미쳤냐, 밑으로 들어가게.",선우
야! 죽는다!,"미쳤냐, 니 밑으로 들어가게.",선우
야! 죽는다!,"야 미쳤냐, 니 밑으로 들어가게.",선우
"꼬라지봐라..넌 경례  군대 내 밑으로 들어오면 죽었어, 새꺄","들어가게. 야 미쳤냐, 니 밑으로 ",선우
"꼬라지봐라..넌 경례  군대 내 밑으로 들어오면 죽었어, 새꺄","야 니 미쳤냐, 밑으로 들어가게.",선우
"꼬라지봐라..넌 경례  군대 내 밑으로 들어오면 죽었어, 새꺄","미쳤냐, 니 밑으로 들어가게.",선우
"꼬라지봐라..넌 경례  군대 내 밑으로 들어오면 죽었어, 새꺄","야 미쳤냐, 니 밑으로 들어가게.",선우
"경례 군대 꼬라지봐라..넌 내 밑으로 들어오면 죽었어, 새꺄","들어가게. 야 미쳤냐, 니 밑으로 ",선우
"경례 군대 꼬라지봐라..넌 내 밑으로 들어오면 죽었어, 새꺄","야 니 미쳤냐, 밑으로 들어가게.",선우
"경례 군대 꼬라지봐라..넌 내 밑으로 들어오면 죽었어, 새꺄","미쳤냐, 니 밑으로 들어가게.",선우
"경례 군대 꼬라지봐라..넌 내 밑으로 들어오면 죽었어, 새꺄","야 미쳤냐, 니 밑으로 들어가게.",선우
"경례 꼬라지봐라..넌 군대 내 밑으로 들어오면 죽었어, 새꺄","들어가게. 야 미쳤냐, 니 밑으로 ",선우
"경례 꼬라지봐라..넌 군대 내 밑으로 들어오면 죽었어, 새꺄","야 니 미쳤냐, 밑으로 들어가게.",선우
"경례 꼬라지봐라..넌 군대 내 밑으로 들어오면 죽었어, 새꺄","미쳤냐, 니 밑으로 들어가게.",선우
"경례 꼬라지봐라..넌 군대 내 밑으로 들어오면 죽었어, 새꺄","야 미쳤냐, 니 밑으로 들어가게.",선우
야 근데 너 언제왔냐?,언제왔냐? 야 근데 너,선우
야 근데 너 언제왔냐?,야 근데 언제왔냐? 너,선우
야 근데 너 언제왔냐?,근데 너 언제왔냐?,선우
야 근데 너 언제왔냐?,야 근데 너 언제왔냐?,선우
언제 왔어?,언제왔냐? 야 근데 너,선우
언제 왔어?,야 근데 언제왔냐? 너,선우
언제 왔어?,근데 너 언제왔냐?,선우
언제 왔어?,야 근데 너 언제왔냐?,선우
"야, 희동이! 너 언제 왔어?",언제왔냐? 야 근데 너,선우
"야, 희동이! 너 언제 왔어?",야 근데 언제왔냐? 너,선우
"야, 희동이! 너 언제 왔어?",근데 너 언제왔냐?,선우
"야, 희동이! 너 언제 왔어?",야 근데 너 언제왔냐?,선우
너 야 근데  언제왔냐?,언제왔냐? 야 근데 너,선우
너 야 근데  언제왔냐?,야 근데 언제왔냐? 너,선우
너 야 근데  언제왔냐?,근데 너 언제왔냐?,선우
너 야 근데  언제왔냐?,야 근데 너 언제왔냐?,선우
근데 야 너 언제왔냐?,언제왔냐? 야 근데 너,선우
근데 야 너 언제왔냐?,야 근데 언제왔냐? 너,선우
근데 야 너 언제왔냐?,근데 너 언제왔냐?,선우
근데 야 너 언제왔냐?,야 근데 너 언제왔냐?,선우
야 근데 언제왔냐?,언제왔냐? 야 근데 너,선우
야 근데 언제왔냐?,야 근데 언제왔냐? 너,선우
야 근데 언제왔냐?,근데 너 언제왔냐?,선우
야 근데 언제왔냐?,야 근데 너 언제왔냐?,선우
야 근데 너 언제왔냐?,언제왔냐? 야 근데 너,선우
야 근데 너 언제왔냐?,야 근데 언제왔냐? 너,선우
야 근데 너 언제왔냐?,근데 너 언제왔냐?,선우
야 근데 너 언제왔냐?,야 근데 너 언제왔냐?,선우
새벽에.,한잔하자. 이따 술이나,선우
새벽에.,술이나 이따 한잔하자.,선우
새벽에.,이따 술이나 한잔하자.,선우
새벽에요? 왜요?,한잔하자. 이따 술이나,선우
새벽에요? 왜요?,술이나 이따 한잔하자.,선우
새벽에요? 왜요?,이따 술이나 한잔하자.,선우
아인데. 새벽에 갈았는데.,한잔하자. 이따 술이나,선우
아인데. 새벽에 갈았는데.,술이나 이따 한잔하자.,선우
아인데. 새벽에 갈았는데.,이따 술이나 한잔하자.,선우
새벽에.,한잔하자. 이따 술이나,선우
새벽에.,술이나 이따 한잔하자.,선우
새벽에.,이따 술이나 한잔하자.,선우
새벽에.,한잔하자. 이따 술이나,선우
새벽에.,술이나 이따 한잔하자.,선우
새벽에.,이따 술이나 한잔하자.,선우
택이도 온대.,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
택이도 온대.,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
택이도 온대.,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
택이도 기원갔다가 일찍 끝난다고 그랬어,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
택이도 기원갔다가 일찍 끝난다고 그랬어,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
택이도 기원갔다가 일찍 끝난다고 그랬어,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
저 잠깐 택이 좀 보고 올게요~,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
저 잠깐 택이 좀 보고 올게요~,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
저 잠깐 택이 좀 보고 올게요~,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
올텐데 오늘 택이도 늦게,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
올텐데 오늘 택이도 늦게,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
올텐데 오늘 택이도 늦게,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
오늘 택이도 올텐데 늦게,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
오늘 택이도 올텐데 늦게,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
오늘 택이도 올텐데 늦게,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
오늘 택이도 늦게 올텐데,기원갔다가 택이도  일찍 끝난다고 그랬어,선우
오늘 택이도 늦게 올텐데,택이도 기원갔다가 일찍 그랬어 끝난다고,선우
오늘 택이도 늦게 올텐데,택이도 기원갔다가 일찍 끝난다고 그랬어,선우
오늘 엄마 생신. 외식할 거야.,맞다 아  이 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 이 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 맞다 이 새끼 그래서 올라왔지,선우
오늘 엄마 생일이야.,맞다 아  이 새끼 그래서 올라왔지,선우
오늘 엄마 생일이야.,아 이 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생일이야.,아 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생일이야.,아 맞다 이 새끼 그래서 올라왔지,선우
엄마 맛있는 거 해줄게.,맞다 아  이 새끼 그래서 올라왔지,선우
엄마 맛있는 거 해줄게.,아 이 맞다 새끼 그래서 올라왔지,선우
엄마 맛있는 거 해줄게.,아 맞다 새끼 그래서 올라왔지,선우
엄마 맛있는 거 해줄게.,아 맞다 이 새끼 그래서 올라왔지,선우
생신. 오늘 엄마  외식할 거야.,맞다 아  이 새끼 그래서 올라왔지,선우
생신. 오늘 엄마  외식할 거야.,아 이 맞다 새끼 그래서 올라왔지,선우
생신. 오늘 엄마  외식할 거야.,아 맞다 새끼 그래서 올라왔지,선우
생신. 오늘 엄마  외식할 거야.,아 맞다 이 새끼 그래서 올라왔지,선우
오늘 생신. 엄마 외식할 거야.,맞다 아  이 새끼 그래서 올라왔지,선우
오늘 생신. 엄마 외식할 거야.,아 이 맞다 새끼 그래서 올라왔지,선우
오늘 생신. 엄마 외식할 거야.,아 맞다 새끼 그래서 올라왔지,선우
오늘 생신. 엄마 외식할 거야.,아 맞다 이 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,맞다 아  이 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 이 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 맞다 새끼 그래서 올라왔지,선우
오늘 엄마 생신. 외식할 거야.,아 맞다 이 새끼 그래서 올라왔지,선우
너 근데 어디 예약은 했냐?,어디 너 근데  예약은 했냐?,선우
너 근데 어디 예약은 했냐?,근데 너 어디 예약은 했냐?,선우
너 근데 어디 예약은 했냐?,근데 어디 예약은 했냐?,선우
너 근데 어디 예약은 했냐?,너 근데 어디 예약은 했냐?,선우
-  어디 가!?,어디 너 근데  예약은 했냐?,선우
-  어디 가!?,근데 너 어디 예약은 했냐?,선우
-  어디 가!?,근데 어디 예약은 했냐?,선우
-  어디 가!?,너 근데 어디 예약은 했냐?,선우
어디 가?!,어디 너 근데  예약은 했냐?,선우
어디 가?!,근데 너 어디 예약은 했냐?,선우
어디 가?!,근데 어디 예약은 했냐?,선우
어디 가?!,너 근데 어디 예약은 했냐?,선우
근데 너  어디 예약은 했냐?,어디 너 근데  예약은 했냐?,선우
근데 너  어디 예약은 했냐?,근데 너 어디 예약은 했냐?,선우
근데 너  어디 예약은 했냐?,근데 어디 예약은 했냐?,선우
근데 너  어디 예약은 했냐?,너 근데 어디 예약은 했냐?,선우
너 어디 근데 예약은 했냐?,어디 너 근데  예약은 했냐?,선우
너 어디 근데 예약은 했냐?,근데 너 어디 예약은 했냐?,선우
너 어디 근데 예약은 했냐?,근데 어디 예약은 했냐?,선우
너 어디 근데 예약은 했냐?,너 근데 어디 예약은 했냐?,선우
근데 어디 예약은 했냐?,어디 너 근데  예약은 했냐?,선우
근데 어디 예약은 했냐?,근데 너 어디 예약은 했냐?,선우
근데 어디 예약은 했냐?,근데 어디 예약은 했냐?,선우
근데 어디 예약은 했냐?,너 근데 어디 예약은 했냐?,선우
너 근데 어디 예약은 했냐?,어디 너 근데  예약은 했냐?,선우
너 근데 어디 예약은 했냐?,근데 너 어디 예약은 했냐?,선우
너 근데 어디 예약은 했냐?,근데 어디 예약은 했냐?,선우
너 근데 어디 예약은 했냐?,너 근데 어디 예약은 했냐?,선우
너 어디 좋은데 아는데 있냐?,"생각해볼게 글쎄, ",선우
너 어디 좋은데 아는데 있냐?,"생각해볼게 글쎄,",선우
너 어디 좋은데 아는데 있냐?,"글쎄, 생각해볼게",선우
어디가?! 어디가 좋아?!!,"생각해볼게 글쎄, ",선우
어디가?! 어디가 좋아?!!,"생각해볼게 글쎄,",선우
어디가?! 어디가 좋아?!!,"글쎄, 생각해볼게",선우
"야, 어디 있어. 어?","생각해볼게 글쎄, ",선우
"야, 어디 있어. 어?","생각해볼게 글쎄,",선우
"야, 어디 있어. 어?","글쎄, 생각해볼게",선우
좋은데 너 어디  아는데 있냐?,"생각해볼게 글쎄, ",선우
좋은데 너 어디  아는데 있냐?,"생각해볼게 글쎄,",선우
좋은데 너 어디  아는데 있냐?,"글쎄, 생각해볼게",선우
너 좋은데 어디 아는데 있냐?,"생각해볼게 글쎄, ",선우
너 좋은데 어디 아는데 있냐?,"생각해볼게 글쎄,",선우
너 좋은데 어디 아는데 있냐?,"글쎄, 생각해볼게",선우
너 좋은데 아는데 있냐?,"생각해볼게 글쎄, ",선우
너 좋은데 아는데 있냐?,"생각해볼게 글쎄,",선우
너 좋은데 아는데 있냐?,"글쎄, 생각해볼게",선우
너 어디 좋은데 아는데 있냐?,"생각해볼게 글쎄, ",선우
너 어디 좋은데 아는데 있냐?,"생각해볼게 글쎄,",선우
너 어디 좋은데 아는데 있냐?,"글쎄, 생각해볼게",선우
앟ㅎ 뭐야 왜 그래~ 무섭게~,"이제 어,  알았어?",선우
앟ㅎ 뭐야 왜 그래~ 무섭게~,"어, 알았어? 이제",선우
앟ㅎ 뭐야 왜 그래~ 무섭게~,"어, 이제 알았어?",선우
"야 너 뭐야, 진짜야?!","이제 어,  알았어?",선우
"야 너 뭐야, 진짜야?!","어, 알았어? 이제",선우
"야 너 뭐야, 진짜야?!","어, 이제 알았어?",선우
"야 너 뭐야, 진짜야?!","이제 어,  알았어?",선우
"야 너 뭐야, 진짜야?!","어, 알았어? 이제",선우
"야 너 뭐야, 진짜야?!","어, 이제 알았어?",선우
"스토커니? 뭐야, ","이제 어,  알았어?",선우
"스토커니? 뭐야, ","어, 알았어? 이제",선우
"스토커니? 뭐야, ","어, 이제 알았어?",선우
"스토커니? 뭐야,","이제 어,  알았어?",선우
"스토커니? 뭐야,","어, 알았어? 이제",선우
"스토커니? 뭐야,","어, 이제 알았어?",선우
"뭐야, 스토커니?","이제 어,  알았어?",선우
"뭐야, 스토커니?","어, 알았어? 이제",선우
"뭐야, 스토커니?","어, 이제 알았어?",선우
난 줄 어떻게 알았어?,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
난 줄 어떻게 알았어?,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
난 줄 어떻게 알았어?,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
알았어!? 어?!,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
알았어!? 어?!,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
알았어!? 어?!,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
"어, 이제 알았어?",해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
"어, 이제 알았어?",혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
"어, 이제 알았어?",혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
알았어? 진짜 어떻게,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
알았어? 진짜 어떻게,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
알았어? 진짜 어떻게,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 알았어? 어떻게,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 알았어? 어떻게,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
진짜 알았어? 어떻게,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 알았어?,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 알았어?,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
진짜 알았어?,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 어떻게 알았어?,해서 혹시나  나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
진짜 어떻게 알았어?,혹시나 해서 나와봤어. 아까 온다고 관심이지 했으니까. 관심.,선우
진짜 어떻게 알았어?,혹시나 해서 나와봤어. 아까 온다고 했으니까. 관심이지 관심.,선우
으..!!,안나왔으면 가자. 나  어떻게 할려고 했어?,선우
으..!!,가자. 나 안나왔으면 할려고 어떻게 했어?,선우
으..!!,가자. 나 안나왔으면 할려고 했어?,선우
으..!!,가자. 나 안나왔으면 어떻게 할려고 했어?,선우
어휴.,안나왔으면 가자. 나  어떻게 할려고 했어?,선우
어휴.,가자. 나 안나왔으면 할려고 어떻게 했어?,선우
어휴.,가자. 나 안나왔으면 할려고 했어?,선우
어휴.,가자. 나 안나왔으면 어떻게 할려고 했어?,선우
아~,안나왔으면 가자. 나  어떻게 할려고 했어?,선우
아~,가자. 나 안나왔으면 할려고 어떻게 했어?,선우
아~,가자. 나 안나왔으면 할려고 했어?,선우
아~,가자. 나 안나왔으면 어떻게 할려고 했어?,선우
으이구,안나왔으면 가자. 나  어떻게 할려고 했어?,선우
으이구,가자. 나 안나왔으면 할려고 어떻게 했어?,선우
으이구,가자. 나 안나왔으면 할려고 했어?,선우
으이구,가자. 나 안나왔으면 어떻게 할려고 했어?,선우
으이구,안나왔으면 가자. 나  어떻게 할려고 했어?,선우
으이구,가자. 나 안나왔으면 할려고 어떻게 했어?,선우
으이구,가자. 나 안나왔으면 할려고 했어?,선우
으이구,가자. 나 안나왔으면 어떻게 할려고 했어?,선우
아저씨 괜찮으셔?,좋아 너무,선우
아저씨 괜찮으셔?,좋아 너무,선우
아저씨 괜찮으셔?,너무,선우
아저씨 괜찮으셔?,너무 좋아,선우
아저씨 괜찮으셔?,좋아 너무,선우
아저씨 괜찮으셔?,좋아 너무,선우
아저씨 괜찮으셔?,너무,선우
아저씨 괜찮으셔?,너무 좋아,선우
"아줌마, 안녕하세요!",좋아 너무,선우
"아줌마, 안녕하세요!",좋아 너무,선우
"아줌마, 안녕하세요!",너무,선우
"아줌마, 안녕하세요!",너무 좋아,선우
지내시지? 아줌마 아저씨는 잘,좋아 너무,선우
지내시지? 아줌마 아저씨는 잘,좋아 너무,선우
지내시지? 아줌마 아저씨는 잘,너무,선우
지내시지? 아줌마 아저씨는 잘,너무 좋아,선우
아저씨는 아줌마 잘 지내시지?,좋아 너무,선우
아저씨는 아줌마 잘 지내시지?,좋아 너무,선우
아저씨는 아줌마 잘 지내시지?,너무,선우
아저씨는 아줌마 잘 지내시지?,너무 좋아,선우
아줌마 아저씨는 잘 지내시지?,좋아 너무,선우
아줌마 아저씨는 잘 지내시지?,좋아 너무,선우
아줌마 아저씨는 잘 지내시지?,너무,선우
아줌마 아저씨는 잘 지내시지?,너무 좋아,선우
뭐가?,"진주도. 엄마도, 아저씨도,  이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 수 즐거울 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"진주도. 엄마도, 아저씨도,  이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 수 즐거울 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐?,"진주도. 엄마도, 아저씨도,  이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 수 즐거울 있을만큼 다들 좋아",선우
뭐?,"엄마도, 아저씨도, 진주도. 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"진주도. 엄마도, 아저씨도,  이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 수 즐거울 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"진주도. 엄마도, 아저씨도,  이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 수 즐거울 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
뭐가?,"엄마도, 아저씨도, 진주도. 이젠 내가 없어도 얼마든지 즐거울 수 있을만큼 다들 좋아",선우
어디 가냐?,결혼하면 우리  집 나와야 하잖아,선우
어디 가냐?,우리 결혼하면 나와야 집 하잖아,선우
어디 가냐?,결혼하면 집 나와야 하잖아,선우
어디 가냐?,우리 결혼하면 집 나와야 하잖아,선우
어디 가?!,결혼하면 우리  집 나와야 하잖아,선우
어디 가?!,우리 결혼하면 나와야 집 하잖아,선우
어디 가?!,결혼하면 집 나와야 하잖아,선우
어디 가?!,우리 결혼하면 집 나와야 하잖아,선우
어디 가는데?,결혼하면 우리  집 나와야 하잖아,선우
어디 가는데?,우리 결혼하면 나와야 집 하잖아,선우
어디 가는데?,결혼하면 집 나와야 하잖아,선우
어디 가는데?,우리 결혼하면 집 나와야 하잖아,선우
어디 너  가니?,결혼하면 우리  집 나와야 하잖아,선우
어디 너  가니?,우리 결혼하면 나와야 집 하잖아,선우
어디 너  가니?,결혼하면 집 나와야 하잖아,선우
어디 너  가니?,우리 결혼하면 집 나와야 하잖아,선우
너 가니? 어디,결혼하면 우리  집 나와야 하잖아,선우
너 가니? 어디,우리 결혼하면 나와야 집 하잖아,선우
너 가니? 어디,결혼하면 집 나와야 하잖아,선우
너 가니? 어디,우리 결혼하면 집 나와야 하잖아,선우
너 가니?,결혼하면 우리  집 나와야 하잖아,선우
너 가니?,우리 결혼하면 나와야 집 하잖아,선우
너 가니?,결혼하면 집 나와야 하잖아,선우
너 가니?,우리 결혼하면 집 나와야 하잖아,선우
너 어디 가니?,결혼하면 우리  집 나와야 하잖아,선우
너 어디 가니?,우리 결혼하면 나와야 집 하잖아,선우
너 어디 가니?,결혼하면 집 나와야 하잖아,선우
너 어디 가니?,우리 결혼하면 집 나와야 하잖아,선우
결혼해.,내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
결혼해.,몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼해.,몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼해.,응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
"희동아, 우리 결혼하자.",응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니? 너,응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니?,내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니?,몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니?,몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
결혼하니?,응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
너 결혼하니?,내 응 몰랐어?  여자친구 더 나이들기 전에 빨리 하려고,선우
너 결혼하니?,몰랐어? 응 내 여자친구 더 나이들기 전에 빨리 하려고,선우
너 결혼하니?,몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
너 결혼하니?,응 몰랐어? 내 여자친구 더 나이들기 전에 빨리 하려고,선우
야!,왜  이래?  발끈하는데? 누가 너래?,선우
야!,왜 이래? 발끈하는데? 왜 누가 너래?,선우
야!,이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜 이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜  이래?  발끈하는데? 누가 너래?,선우
야!,왜 이래? 발끈하는데? 왜 누가 너래?,선우
야!,이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜 이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜  이래?  발끈하는데? 누가 너래?,선우
야!,왜 이래? 발끈하는데? 왜 누가 너래?,선우
야!,이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜 이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜  이래?  발끈하는데? 누가 너래?,선우
야!,왜 이래? 발끈하는데? 왜 누가 너래?,선우
야!,이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜 이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜  이래?  발끈하는데? 누가 너래?,선우
야!,왜 이래? 발끈하는데? 왜 누가 너래?,선우
야!,이래? 왜 발끈하는데? 누가 너래?,선우
야!,왜 이래? 왜 발끈하는데? 누가 너래?,선우
근데 연애는 왜 안 하냐?,급해서 내가  그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 싫어. 건 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,급해서 내가  그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 싫어. 건 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
근데 연애는 왜 안 하냐?,내가 급해서 그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
그리구 나 너 한 번도 남자로 생각해본 적 없어.,급해서 내가  그래 내가. 인턴되면 거의 정신없을꺼고 그럴 때 닥쳐서 결혼하는 건 싫어. 너만 괜찮으면 나 내년에 결혼하고 싶어.,선우
